cancellation_id,ride_id,customer_id,driver_id,cancellation_reason,cancellation_time
1227,8520,892,150,Changed Plan,10:35:25
1228,2266,929,863,Changed Plan,01:19:36
1229,6006,1746,55,Traffic Issue,23:57:29
1230,3684,1804,20,Rider Late,17:30:14
1231,5826,108,62,Traffic Issue,09:50:11
1232,7664,1001,292,Wrong Pickup,06:15:38
1233,3602,31,991,Traffic Issue,15:01:23
1234,7812,1518,209,Changed Plan,22:31:32
1235,9537,778,91,Rider Late,23:30:26
1236,2179,126,45,Changed Plan,03:46:11
1237,6618,1164,571,Wrong Pickup,19:46:53
1238,9410,1246,97,Traffic Issue,04:48:34
1239,4704,1016,231,Driver Late,08:36:37
1240,5496,919,517,Changed Plan,10:12:24
1241,3976,435,286,Wrong Pickup,02:39:16
1242,8323,446,841,Driver Late,23:10:18
1243,3438,1837,627,Changed Plan,05:59:04
1244,1158,1753,342,Rider Late,05:33:31
1245,1229,1216,314,Driver Late,06:06:35
1246,7024,1063,875,Driver Late,03:22:44
1247,8906,515,539,Traffic Issue,18:42:54
1248,7195,985,906,Changed Plan,05:39:44
1249,5352,402,867,Wrong Pickup,16:12:52
1250,4698,1675,582,Driver Late,02:34:10
1251,9744,1739,249,Changed Plan,08:36:19
1252,353,219,982,Driver Late,06:21:24
1253,7367,749,446,Wrong Pickup,18:45:42
1254,2250,294,84,Driver Late,11:51:49
1255,7345,316,506,Changed Plan,00:51:10
1256,6787,640,261,Wrong Pickup,04:58:33
1257,2393,1151,107,Driver Late,06:54:42
1258,8938,1661,269,Traffic Issue,23:11:10
1259,6507,819,940,Rider Late,11:45:10
1260,995,74,657,Rider Late,06:50:29
1261,882,1940,972,Driver Late,01:58:09
1262,9557,1861,825,Changed Plan,05:45:32
1263,2686,1696,239,Traffic Issue,08:16:47
1264,4563,202,359,Traffic Issue,19:09:53
1265,7741,796,865,Rider Late,01:25:13
1266,2442,756,966,Traffic Issue,17:17:25
1267,1740,166,808,Changed Plan,20:43:37
1268,9965,1139,599,Driver Late,00:28:21
1269,1977,921,14,Driver Late,09:26:20
1270,1256,629,184,Traffic Issue,11:22:14
1271,3007,1979,970,Rider Late,21:36:07
1272,1365,1091,745,Changed Plan,06:08:16
1273,4200,689,399,Traffic Issue,05:33:33
1274,4090,1676,264,Driver Late,23:18:23
1275,9087,1017,281,Wrong Pickup,15:01:11
1276,8771,756,220,Wrong Pickup,12:31:16
1277,8920,1570,378,Rider Late,01:43:03
1278,6399,1726,620,Wrong Pickup,15:34:48
1279,7089,524,445,Rider Late,13:34:21
1280,7030,1646,411,Rider Late,21:32:04
1281,9748,1412,269,Rider Late,08:38:30
1282,9168,913,969,Traffic Issue,00:03:57
1283,5611,1378,197,Changed Plan,11:42:33
1284,2744,1649,747,Driver Late,02:18:46
1285,7222,1755,950,Rider Late,06:08:17
1286,8023,1760,734,Rider Late,23:18:56
1287,5526,1475,399,Driver Late,19:28:25
1288,841,1987,498,Rider Late,00:25:02
1289,797,143,450,Changed Plan,10:17:52
1290,9382,1744,662,Changed Plan,01:08:22
1291,4966,1545,906,Changed Plan,03:02:11
1292,584,1080,906,Rider Late,21:10:17
1293,4946,116,499,Wrong Pickup,17:15:55
1294,4383,1139,838,Rider Late,00:45:14
1295,8298,796,874,Traffic Issue,07:37:33
1296,1395,1219,36,Wrong Pickup,06:59:01
1297,3028,72,619,Changed Plan,03:08:40
1298,6302,136,403,Wrong Pickup,13:13:19
1299,4924,1124,755,Traffic Issue,01:46:25
1300,4581,1389,899,Rider Late,09:45:48
1301,7349,518,282,Wrong Pickup,19:04:31
1302,779,1164,173,Rider Late,19:16:32
1303,8076,447,46,Driver Late,23:32:20
1304,5986,1404,961,Rider Late,00:09:03
1305,744,885,563,Changed Plan,03:38:52
1306,8121,753,515,Changed Plan,23:00:32
1307,2687,273,582,Driver Late,22:11:25
1308,6219,117,307,Changed Plan,03:37:32
1309,7133,854,409,Changed Plan,19:36:20
1310,3771,1329,630,Changed Plan,11:32:48
1311,8584,1178,371,Rider Late,05:07:54
1312,4519,1449,442,Driver Late,04:54:41
1313,2444,1092,142,Rider Late,10:23:08
1314,4128,168,82,Rider Late,19:46:43
1315,5139,388,165,Rider Late,08:08:34
1316,2399,1433,779,Rider Late,20:04:20
1317,9745,1915,570,Changed Plan,00:57:50
1318,2179,1221,531,Wrong Pickup,07:03:28
1319,3865,1612,727,Rider Late,17:11:55
1320,7462,176,735,Wrong Pickup,10:49:00
1321,8563,731,178,Wrong Pickup,17:04:37
1322,191,633,710,Driver Late,07:57:28
1323,9369,1486,473,Traffic Issue,06:56:21
1324,9050,1559,989,Wrong Pickup,23:07:42
1325,9163,532,650,Changed Plan,18:02:25
1326,2522,1373,539,Traffic Issue,00:27:42
1327,556,495,732,Traffic Issue,13:52:32
1328,4162,1951,849,Rider Late,14:42:12
1329,6998,750,958,Rider Late,06:21:22
1330,3998,918,26,Traffic Issue,22:19:05
1331,6026,418,934,Traffic Issue,22:12:17
1332,6660,626,123,Driver Late,14:43:08
1333,4024,1948,505,Changed Plan,13:32:57
1334,8780,1246,156,Changed Plan,23:19:44
1335,5624,1217,39,Changed Plan,12:18:05
1336,2855,1644,359,Driver Late,17:43:48
1337,1056,1963,4,Traffic Issue,01:24:44
1338,3211,921,926,Traffic Issue,19:12:18
1339,747,769,281,Traffic Issue,20:57:42
1340,8956,1271,635,Driver Late,06:52:59
1341,6397,900,154,Wrong Pickup,15:18:42
1342,6932,865,470,Traffic Issue,13:08:34
1343,4566,259,573,Wrong Pickup,19:06:02
1344,6559,1271,258,Driver Late,12:30:03
1345,8114,1642,287,Rider Late,23:12:44
1346,3097,1266,783,Driver Late,23:11:54
1347,5270,1276,252,Rider Late,13:44:46
1348,955,1525,4,Changed Plan,12:35:24
1349,4859,681,959,Traffic Issue,00:14:01
1350,6559,1031,695,Traffic Issue,03:34:02
1351,6316,944,250,Wrong Pickup,02:29:59
1352,979,1305,729,Driver Late,07:05:17
1353,7747,897,854,Rider Late,02:36:45
1354,5211,1335,228,Traffic Issue,01:38:35
1355,5800,1087,833,Wrong Pickup,15:28:40
1356,2360,459,124,Rider Late,08:14:13
1357,2369,1569,437,Rider Late,07:52:05
1358,1562,1893,949,Traffic Issue,00:26:51
1359,6695,636,694,Traffic Issue,00:54:30
1360,3060,422,913,Driver Late,02:40:40
1361,5701,1887,122,Changed Plan,11:51:34
1362,4293,500,430,Wrong Pickup,15:23:58
1363,6706,733,394,Changed Plan,10:25:29
1364,5229,709,301,Rider Late,19:36:36
1365,5723,230,998,Traffic Issue,04:57:21
1366,3062,456,507,Driver Late,21:43:11
1367,1204,1796,230,Driver Late,00:20:19
1368,1598,1845,584,Changed Plan,07:22:42
1369,9471,1764,829,Traffic Issue,13:00:22
1370,2008,210,908,Wrong Pickup,14:43:21
1371,7513,882,455,Rider Late,12:55:12
1372,5261,449,145,Traffic Issue,23:35:42
1373,7440,1148,198,Changed Plan,08:42:23
1374,1122,1222,718,Driver Late,10:20:35
1375,8560,1231,341,Traffic Issue,08:54:45
1376,9683,550,20,Rider Late,13:14:30
1377,5975,1372,132,Driver Late,21:43:32
1378,2417,556,862,Rider Late,22:10:39
1379,443,1111,756,Changed Plan,11:01:31
1380,7314,332,496,Driver Late,21:25:10
1381,8375,1778,770,Wrong Pickup,09:00:54
1382,5405,683,513,Driver Late,21:48:43
1383,9308,1700,877,Driver Late,03:49:55
1384,4682,303,868,Wrong Pickup,10:56:55
1385,4535,74,401,Traffic Issue,19:12:10
1386,380,620,817,Traffic Issue,16:21:10
1387,6270,1064,8,Driver Late,18:22:13
1388,7513,1644,299,Traffic Issue,07:58:30
1389,3056,1303,728,Wrong Pickup,18:21:42
1390,1199,428,128,Traffic Issue,02:55:31
1391,9250,152,585,Wrong Pickup,04:29:27
1392,2300,1786,434,Changed Plan,05:32:55
1393,5255,1373,149,Traffic Issue,11:26:35
1394,1931,1719,642,Rider Late,23:07:16
1395,280,751,343,Wrong Pickup,03:51:32
1396,3183,1060,700,Changed Plan,13:23:17
1397,7146,1118,760,Changed Plan,23:50:50
1398,1644,206,603,Wrong Pickup,09:03:11
1399,7306,986,506,Rider Late,03:55:08
1400,6394,1722,34,Rider Late,23:55:25
1401,8719,628,273,Rider Late,22:31:35
1402,7920,1455,193,Wrong Pickup,04:27:00
1403,1328,68,399,Wrong Pickup,13:33:40
1404,7986,366,880,Changed Plan,08:21:30
1405,9606,1238,55,Changed Plan,18:46:36
1406,5636,754,389,Rider Late,08:18:45
1407,1487,1515,960,Traffic Issue,20:46:20
1408,7303,1542,376,Changed Plan,12:32:37
1409,5297,520,400,Changed Plan,16:27:17
1410,5900,225,176,Traffic Issue,08:35:11
1411,9765,1458,765,Wrong Pickup,20:06:54
1412,3878,236,796,Changed Plan,18:47:30
1413,5525,1821,29,Traffic Issue,05:04:12
1414,6551,1829,816,Changed Plan,11:26:50
1415,235,1923,308,Changed Plan,01:12:03
1416,8720,142,880,Wrong Pickup,10:38:08
1417,2132,1664,27,Changed Plan,01:07:04
1418,7954,1170,29,Driver Late,17:18:58
1419,9234,1428,663,Driver Late,12:57:02
1420,242,1877,716,Driver Late,17:26:50
1421,5724,1595,760,Changed Plan,18:36:42
1422,2768,1739,977,Traffic Issue,13:55:40
1423,4858,535,221,Rider Late,06:26:07
1424,2347,907,576,Driver Late,00:16:58
1425,6219,161,298,Rider Late,17:59:29
1426,8742,600,837,Traffic Issue,07:00:11
1427,4019,1810,348,Traffic Issue,19:47:25
1428,1971,1771,636,Driver Late,00:38:18
1429,5421,1080,760,Rider Late,06:53:07
1430,1423,865,569,Driver Late,23:38:35
1431,3595,10,716,Rider Late,00:51:29
1432,1913,546,992,Traffic Issue,07:12:16
1433,2436,598,901,Driver Late,23:44:10
1434,3036,646,550,Traffic Issue,14:30:51
1435,4295,603,401,Traffic Issue,21:46:45
1436,5970,372,19,Driver Late,21:15:57
1437,1491,55,327,Rider Late,20:36:06
1438,7538,1531,971,Rider Late,11:52:03
1439,3228,291,809,Changed Plan,06:17:44
1440,4861,453,290,Changed Plan,07:55:29
1441,1554,958,419,Traffic Issue,09:49:17
1442,7186,829,404,Wrong Pickup,05:02:31
1443,1200,1286,18,Driver Late,07:17:46
1444,9972,561,600,Changed Plan,00:55:35
1445,3443,1722,542,Wrong Pickup,16:51:15
1446,6312,678,973,Changed Plan,20:15:18
1447,7170,372,14,Rider Late,06:49:37
1448,3422,1438,923,Wrong Pickup,11:56:51
1449,1640,1039,262,Changed Plan,10:58:20
1450,8666,919,731,Traffic Issue,14:08:09
1451,1343,314,634,Driver Late,08:37:48
1452,9563,921,946,Wrong Pickup,16:52:58
1453,2594,1527,653,Wrong Pickup,09:45:05
1454,5650,753,864,Changed Plan,00:30:53
1455,9618,618,999,Traffic Issue,07:50:25
1456,3953,322,358,Traffic Issue,13:49:38
1457,5304,240,732,Changed Plan,12:40:44
1458,8178,1403,709,Wrong Pickup,08:55:44
1459,2697,1946,50,Rider Late,00:34:27
1460,6892,135,814,Rider Late,23:28:35
1461,9624,326,437,Wrong Pickup,07:53:05
1462,2949,882,262,Traffic Issue,10:04:53
1463,7764,377,806,Rider Late,19:43:35
1464,3553,650,89,Traffic Issue,00:42:48
1465,467,1110,632,Changed Plan,22:59:53
1466,7286,243,584,Changed Plan,14:45:01
1467,1043,1561,773,Driver Late,23:33:07
1468,8910,489,356,Rider Late,20:22:10
1469,5916,1520,996,Changed Plan,06:41:44
1470,345,218,130,Rider Late,09:06:00
1471,6834,1863,169,Driver Late,10:18:01
1472,1095,207,878,Driver Late,23:32:55
1473,226,1666,693,Wrong Pickup,16:18:58
1474,2941,1153,710,Rider Late,19:43:39
1475,7255,1277,848,Traffic Issue,16:23:26
1476,8203,788,485,Driver Late,13:55:41
1477,412,1725,189,Rider Late,13:32:02
1478,2002,744,912,Traffic Issue,13:53:27
1479,1058,260,60,Wrong Pickup,19:47:02
1480,833,1034,402,Traffic Issue,19:15:21
1481,1224,1584,440,Changed Plan,06:55:12
1482,2937,1059,438,Wrong Pickup,00:48:53
1483,5512,1772,158,Rider Late,21:32:55
1484,695,745,961,Driver Late,13:35:38
1485,7742,1353,364,Changed Plan,23:58:00
1486,4280,896,529,Wrong Pickup,23:06:15
1487,7557,1841,454,Driver Late,22:15:08
1488,6457,83,243,Rider Late,02:08:06
1489,9122,1397,505,Driver Late,19:39:44
1490,6170,787,695,Wrong Pickup,14:07:48
1491,1571,2000,354,Driver Late,05:06:29
1492,8456,1592,804,Traffic Issue,21:35:05
1493,3046,763,207,Traffic Issue,11:48:14
1494,8436,193,991,Wrong Pickup,08:38:59
1495,4329,933,634,Wrong Pickup,14:45:35
1496,5566,25,986,Driver Late,08:50:32
1497,8196,1905,98,Changed Plan,01:22:17
1498,8395,1451,748,Rider Late,22:33:16
1499,3178,585,940,Driver Late,06:01:46
1500,6797,503,52,Driver Late,05:09:50
1501,4695,35,823,Wrong Pickup,15:28:10
1502,2250,42,150,Rider Late,09:00:09
1503,1525,1008,694,Traffic Issue,13:58:28
1504,4120,1528,139,Changed Plan,12:04:54
1505,9380,9,915,Driver Late,19:11:09
1506,3045,1915,996,Traffic Issue,14:07:19
1507,8776,966,753,Traffic Issue,11:43:54
1508,963,1975,865,Rider Late,18:28:30
1509,1158,418,135,Rider Late,03:39:58
1510,4522,297,494,Changed Plan,06:41:47
1511,3582,901,474,Changed Plan,03:38:01
1512,804,519,55,Changed Plan,06:15:41
1513,5788,387,166,Changed Plan,07:59:06
1514,9118,1582,247,Traffic Issue,10:15:24
1515,753,305,676,Driver Late,07:18:27
1516,5661,227,497,Traffic Issue,15:52:51
1517,1634,1485,128,Driver Late,17:28:07
1518,6777,821,240,Changed Plan,07:23:35
1519,571,1020,689,Changed Plan,08:51:17
1520,4853,437,568,Wrong Pickup,21:32:33
1521,7021,725,360,Rider Late,21:44:30
1522,3658,1211,676,Rider Late,05:25:01
1523,9964,1605,685,Traffic Issue,12:11:13
1524,3588,161,421,Rider Late,11:27:25
1525,7176,1225,716,Wrong Pickup,14:59:20
1526,6733,1555,807,Driver Late,15:28:25
1527,7240,1867,674,Traffic Issue,06:13:23
1528,902,228,355,Wrong Pickup,07:54:14
1529,7120,823,173,Driver Late,18:38:16
1530,1889,1381,141,Wrong Pickup,09:30:58
1531,3504,198,183,Traffic Issue,12:38:05
1532,4501,323,579,Wrong Pickup,02:47:08
1533,903,1589,274,Rider Late,02:49:27
1534,620,145,451,Driver Late,13:36:03
1535,1738,389,444,Traffic Issue,23:22:51
1536,32,1,887,Changed Plan,19:42:09
1537,4569,105,71,Traffic Issue,21:15:08
1538,6664,25,687,Traffic Issue,15:01:57
1539,5235,1586,428,Rider Late,05:45:40
1540,9199,1585,641,Rider Late,10:53:45
1541,267,465,148,Traffic Issue,04:04:06
1542,3049,1832,124,Driver Late,11:53:52
1543,2374,1975,163,Rider Late,18:41:04
1544,9532,921,205,Traffic Issue,13:54:55
1545,8590,316,331,Traffic Issue,15:19:35
1546,3551,1258,445,Traffic Issue,20:09:12
1547,1365,1498,80,Changed Plan,22:07:17
1548,9511,625,767,Changed Plan,10:20:11
1549,7151,1124,454,Wrong Pickup,04:52:44
1550,9173,947,183,Driver Late,06:19:55
1551,8255,196,705,Wrong Pickup,06:48:49
1552,5080,413,658,Driver Late,12:37:30
1553,9944,1014,517,Driver Late,01:20:01
1554,7965,1202,139,Driver Late,05:20:21
1555,1245,1001,692,Traffic Issue,10:30:12
1556,6656,1794,668,Changed Plan,13:16:32
1557,646,886,991,Driver Late,16:14:31
1558,846,360,745,Wrong Pickup,00:59:33
1559,9936,60,456,Rider Late,11:35:24
1560,4237,200,589,Changed Plan,21:10:26
1561,890,192,115,Changed Plan,20:50:45
1562,6207,1339,619,Changed Plan,15:13:33
1563,1493,543,908,Changed Plan,13:37:44
1564,4154,789,716,Rider Late,18:30:51
1565,2341,1124,672,Wrong Pickup,00:37:45
1566,6386,1147,161,Driver Late,02:48:12
1567,6843,1748,834,Driver Late,19:12:46
1568,1816,50,374,Wrong Pickup,15:19:45
1569,9799,87,631,Wrong Pickup,11:07:43
1570,2106,643,631,Wrong Pickup,03:56:48
1571,9162,6,85,Driver Late,15:06:17
1572,2242,266,560,Rider Late,20:33:12
1573,7237,573,186,Traffic Issue,10:35:25
1574,7241,1112,964,Traffic Issue,14:58:44
1575,6697,824,945,Rider Late,09:15:22
1576,2663,703,633,Rider Late,04:43:15
1577,9241,1480,471,Wrong Pickup,10:06:14
1578,8643,758,174,Changed Plan,13:36:03
1579,353,682,835,Wrong Pickup,04:13:25
1580,2329,915,948,Changed Plan,15:23:51
1581,8360,322,515,Wrong Pickup,15:08:36
1582,3773,796,613,Changed Plan,17:00:42
1583,5986,500,368,Wrong Pickup,05:43:48
1584,9090,1306,55,Driver Late,09:23:41
1585,5493,1602,94,Driver Late,18:11:02
1586,1290,1587,845,Driver Late,13:04:20
1587,1474,578,986,Traffic Issue,16:48:05
1588,3235,1849,298,Wrong Pickup,06:10:58
1589,7782,1237,565,Rider Late,14:03:31
1590,9173,1701,788,Wrong Pickup,08:55:15
1591,9423,559,539,Rider Late,06:31:06
1592,5105,1061,581,Traffic Issue,15:00:55
1593,3040,204,630,Traffic Issue,06:10:06
1594,4467,1759,71,Wrong Pickup,22:55:28
1595,5522,1857,206,Rider Late,23:58:02
1596,6288,1762,668,Traffic Issue,16:29:52
1597,9525,1817,662,Changed Plan,03:37:51
1598,3569,748,319,Traffic Issue,05:07:16
1599,705,493,173,Traffic Issue,09:32:27
1600,9200,483,572,Wrong Pickup,14:35:11
1601,6473,1089,378,Traffic Issue,08:50:24
1602,1558,1310,554,Rider Late,18:51:32
1603,8731,732,5,Wrong Pickup,21:49:31
1604,9029,718,904,Rider Late,23:47:34
1605,9487,1532,314,Traffic Issue,16:48:20
1606,5907,468,140,Wrong Pickup,03:07:18
1607,3501,1499,82,Rider Late,08:47:10
1608,292,258,158,Driver Late,01:35:17
1609,9623,256,235,Rider Late,07:57:25
1610,6917,1750,384,Driver Late,18:43:27
1611,2878,167,891,Driver Late,04:00:40
1612,5623,499,299,Traffic Issue,12:41:39
1613,5637,905,298,Traffic Issue,12:19:42
1614,6063,147,721,Traffic Issue,20:54:07
1615,2965,1887,696,Driver Late,06:21:15
1616,8126,461,204,Changed Plan,17:19:39
1617,3627,692,233,Driver Late,03:24:29
1618,8346,77,891,Rider Late,16:42:39
1619,8300,1242,61,Rider Late,18:55:26
1620,8560,153,456,Wrong Pickup,03:55:45
1621,8084,1782,536,Traffic Issue,11:01:13
1622,5931,566,523,Wrong Pickup,14:34:57
1623,3960,584,61,Rider Late,02:51:37
1624,8632,954,585,Traffic Issue,14:40:02
1625,7952,888,176,Wrong Pickup,12:42:17
1626,9200,124,929,Driver Late,18:38:35
1627,627,1306,22,Changed Plan,19:17:57
1628,582,1,887,Wrong Pickup,02:38:53
1629,3394,1134,26,Driver Late,11:14:17
1630,4430,1435,128,Driver Late,04:20:02
1631,143,1533,159,Wrong Pickup,15:17:52
1632,9074,468,910,Rider Late,02:05:22
1633,1482,469,648,Rider Late,07:18:21
1634,5262,177,205,Changed Plan,21:03:27
1635,1722,774,217,Wrong Pickup,06:25:59
1636,9106,1274,685,Changed Plan,12:52:06
1637,8174,361,733,Traffic Issue,03:39:13
1638,613,625,771,Traffic Issue,11:31:48
1639,354,1845,700,Traffic Issue,22:42:06
1640,7664,1005,953,Rider Late,21:03:56
1641,8435,701,311,Rider Late,04:27:41
1642,5664,483,429,Changed Plan,12:53:41
1643,7801,1032,523,Traffic Issue,13:00:58
1644,6643,1451,884,Rider Late,23:27:57
1645,9898,1037,142,Rider Late,08:14:46
1646,4948,732,559,Changed Plan,21:52:33
1647,7250,1844,463,Rider Late,18:59:55
1648,3345,293,300,Wrong Pickup,08:55:28
1649,8749,849,854,Traffic Issue,10:48:56
1650,9614,402,605,Driver Late,17:48:34
1651,4275,970,813,Rider Late,12:54:28
1652,8027,1998,542,Wrong Pickup,03:04:26
1653,8265,1013,864,Wrong Pickup,08:38:43
1654,6745,784,205,Traffic Issue,03:32:32
1655,8674,934,49,Driver Late,22:35:28
1656,5841,146,489,Wrong Pickup,05:50:34
1657,4140,1810,558,Traffic Issue,13:34:35
1658,6159,665,210,Traffic Issue,18:18:26
1659,4424,932,392,Driver Late,23:00:01
1660,8656,1769,576,Wrong Pickup,16:16:51
1661,9380,1156,952,Changed Plan,13:02:45
1662,8537,266,119,Traffic Issue,07:02:49
1663,2254,98,859,Traffic Issue,23:41:45
1664,7072,1772,986,Driver Late,17:46:22
1665,5377,754,974,Driver Late,20:15:02
1666,3654,1467,410,Traffic Issue,13:51:26
1667,6947,1555,648,Changed Plan,22:11:35
1668,8030,1877,287,Driver Late,10:19:10
1669,8298,51,834,Rider Late,02:48:50
1670,959,663,524,Changed Plan,16:20:51
1671,7578,1044,262,Wrong Pickup,10:00:20
1672,7347,80,884,Driver Late,01:44:42
1673,588,365,282,Driver Late,21:43:58
1674,9964,446,285,Traffic Issue,05:51:43
1675,2297,1171,352,Rider Late,08:22:12
1676,2081,1615,309,Changed Plan,21:15:56
1677,7472,1346,130,Traffic Issue,10:45:38
1678,9312,1145,858,Wrong Pickup,07:50:46
1679,4608,451,661,Changed Plan,00:06:43
1680,1721,68,724,Driver Late,13:53:35
1681,8256,1788,580,Traffic Issue,19:02:56
1682,4047,1088,775,Driver Late,14:42:15
1683,6880,343,312,Traffic Issue,21:16:14
1684,5669,1296,625,Driver Late,07:31:16
1685,4530,1591,657,Traffic Issue,21:07:41
1686,6059,1454,331,Changed Plan,13:42:42
1687,9709,897,217,Changed Plan,14:00:26
1688,238,387,797,Driver Late,02:25:46
1689,6864,1338,518,Rider Late,15:37:30
1690,4425,775,429,Changed Plan,00:49:28
1691,5035,376,909,Rider Late,01:26:16
1692,6193,870,625,Traffic Issue,09:56:24
1693,2681,854,463,Rider Late,03:37:54
1694,1259,802,251,Wrong Pickup,15:55:04
1695,1902,749,276,Rider Late,22:46:06
1696,2540,385,155,Rider Late,06:24:05
1697,9560,1431,426,Driver Late,12:24:44
1698,5184,1459,584,Changed Plan,15:25:06
1699,3587,793,349,Wrong Pickup,01:55:05
1700,2645,648,586,Rider Late,16:22:01
1701,1957,640,140,Wrong Pickup,07:25:45
1702,1303,1254,869,Wrong Pickup,04:05:41
1703,4484,1982,16,Wrong Pickup,05:09:31
1704,6109,1152,82,Driver Late,22:58:09
1705,3347,1729,764,Changed Plan,07:30:12
1706,3245,277,835,Rider Late,10:02:48
1707,9257,964,336,Rider Late,06:22:10
1708,1660,881,459,Wrong Pickup,14:34:20
1709,4443,1136,419,Changed Plan,07:44:35
1710,3086,134,157,Wrong Pickup,12:59:15
1711,8389,1641,643,Rider Late,10:25:57
1712,7411,997,414,Traffic Issue,02:44:25
1713,498,1689,972,Traffic Issue,12:54:04
1714,3704,1656,24,Rider Late,15:13:00
1715,8986,972,643,Traffic Issue,22:15:11
1716,4414,934,969,Driver Late,21:30:28
1717,571,1131,637,Wrong Pickup,22:52:02
1718,4378,1676,327,Traffic Issue,05:27:05
1719,2619,1818,646,Traffic Issue,10:26:44
1720,98,1236,191,Rider Late,13:52:26
1721,5733,649,621,Driver Late,10:25:48
1722,8084,1596,924,Traffic Issue,19:09:07
1723,3082,1819,246,Rider Late,02:00:17
1724,1037,709,686,Driver Late,12:01:27
1725,5147,167,432,Rider Late,10:21:07
1726,3662,431,989,Wrong Pickup,23:54:20
1727,6588,1615,595,Wrong Pickup,09:18:37
1728,9623,1134,132,Traffic Issue,11:41:49
1729,1747,72,296,Driver Late,13:40:04
1730,7492,948,205,Driver Late,11:34:41
1731,4240,1744,902,Wrong Pickup,04:14:14
1732,9131,1528,356,Traffic Issue,10:48:20
1733,7582,212,385,Changed Plan,05:40:38
1734,3815,1820,155,Changed Plan,17:54:02
1735,7550,92,126,Driver Late,00:02:19
1736,3995,217,63,Traffic Issue,14:33:52
1737,6911,761,444,Wrong Pickup,07:08:29
1738,353,1040,680,Driver Late,12:56:57
1739,2394,1864,993,Wrong Pickup,14:01:57
1740,2720,618,952,Driver Late,12:44:18
1741,6300,1466,648,Wrong Pickup,07:27:00
1742,9908,1390,815,Wrong Pickup,00:53:33
1743,5728,1309,261,Wrong Pickup,12:12:52
1744,9468,460,203,Changed Plan,09:25:54
1745,3894,369,749,Driver Late,05:59:37
1746,6256,1678,263,Driver Late,03:10:16
1747,481,758,386,Driver Late,18:44:42
1748,4150,941,216,Traffic Issue,04:44:38
1749,9638,844,613,Traffic Issue,14:07:36
1750,7921,214,952,Traffic Issue,16:29:44
1751,2883,101,661,Wrong Pickup,21:53:29
1752,6071,942,314,Wrong Pickup,17:50:02
1753,312,864,642,Traffic Issue,21:50:57
1754,7960,467,634,Wrong Pickup,01:03:33
1755,4938,554,193,Driver Late,09:09:39
1756,5183,1698,277,Traffic Issue,22:42:35
1757,52,1189,649,Driver Late,02:00:04
1758,9388,1151,667,Rider Late,20:50:29
1759,2605,1800,419,Changed Plan,19:05:03
1760,5368,1978,970,Changed Plan,16:42:40
1761,53,577,23,Wrong Pickup,00:27:42
1762,5773,871,21,Changed Plan,07:00:03
1763,2188,382,161,Wrong Pickup,20:37:50
1764,9782,25,384,Driver Late,20:08:16
1765,9953,548,641,Wrong Pickup,21:15:04
1766,5789,1659,401,Traffic Issue,02:46:05
1767,3693,1707,213,Wrong Pickup,13:32:35
1768,1798,582,629,Traffic Issue,12:02:05
1769,7090,790,198,Changed Plan,12:54:00
1770,6408,1946,259,Changed Plan,23:32:00
1771,374,1613,2,Traffic Issue,00:12:52
1772,3446,1358,104,Traffic Issue,19:25:14
1773,4119,1938,129,Traffic Issue,08:26:40
1774,8154,591,474,Wrong Pickup,13:44:31
1775,8286,1201,364,Driver Late,16:06:53
1776,5946,969,673,Rider Late,05:41:44
1777,4071,1794,869,Changed Plan,09:55:16
1778,7996,555,947,Changed Plan,03:35:58
1779,3703,50,410,Traffic Issue,13:46:46
1780,5803,1641,100,Wrong Pickup,19:32:04
1781,5854,231,991,Wrong Pickup,06:42:06
1782,622,1169,638,Driver Late,00:53:18
1783,8169,1122,822,Driver Late,09:48:58
1784,8784,1880,767,Wrong Pickup,11:05:43
1785,9834,1766,118,Traffic Issue,03:33:46
1786,5149,768,364,Traffic Issue,17:55:17
1787,8028,943,327,Wrong Pickup,09:35:54
1788,154,1816,648,Traffic Issue,07:43:23
1789,8214,833,259,Wrong Pickup,22:59:11
1790,4847,131,917,Changed Plan,13:49:55
1791,8494,522,659,Wrong Pickup,10:25:01
1792,9652,1927,466,Changed Plan,07:55:02
1793,1737,1735,73,Traffic Issue,09:01:26
1794,9466,972,116,Wrong Pickup,07:49:41
1795,4582,1840,432,Wrong Pickup,17:26:57
1796,124,1144,205,Changed Plan,05:31:07
1797,4774,384,844,Wrong Pickup,05:33:36
1798,3811,535,412,Rider Late,01:01:52
1799,2290,552,487,Wrong Pickup,00:28:01
1800,8326,1489,305,Traffic Issue,09:21:16
1801,5472,1085,120,Rider Late,20:16:53
1802,5714,1557,582,Changed Plan,07:26:12
1803,9889,937,46,Driver Late,06:52:55
1804,6754,158,966,Changed Plan,16:25:02
1805,2707,812,531,Traffic Issue,14:48:08
1806,6650,1817,864,Driver Late,19:19:54
1807,1980,1288,292,Rider Late,12:32:19
1808,1438,1255,606,Wrong Pickup,13:49:45
1809,957,1775,163,Driver Late,13:06:24
1810,6557,1154,118,Traffic Issue,04:12:06
1811,1960,1877,646,Driver Late,04:17:19
1812,8518,612,981,Rider Late,03:18:44
1813,6279,805,775,Rider Late,12:13:33
1814,8405,522,828,Traffic Issue,03:59:01
1815,4593,378,107,Traffic Issue,16:41:36
1816,1124,450,58,Wrong Pickup,06:21:49
1817,880,1954,985,Driver Late,07:56:41
