payment_id,ride_id,customer_id,amount_paid,payment_method,transaction_status,transaction_date
3523,9274,1644,255.98,UPI,Failed,2025-03-03
3524,2329,477,253.32,Wallet,Failed,2025-02-28
3525,471,1910,297.56,UPI,Failed,2025-03-02
3526,6473,1636,117.11,Wallet,Success,2025-02-07
3527,7005,231,83.88,Wallet,Pending,2025-01-14
3528,6716,1730,55.21,Wallet,Success,2025-01-16
3529,6002,1580,239.44,Wallet,Pending,2025-01-06
3530,264,1787,171.46,Cash,Failed,2025-02-24
3531,8667,1453,328.83,Wallet,Pending,2025-01-15
3532,2097,1015,237.63,Cash,Success,2025-01-06
3533,9723,1393,184.9,Card,Failed,2025-01-05
3534,6539,734,112.45,Cash,Pending,2025-01-23
3535,6542,276,43.23,Card,Pending,2025-01-02
3536,3107,354,375.14,UPI,Pending,2025-01-25
3537,5465,1520,193.81,UPI,Pending,2025-01-27
3538,6546,383,267.02,Card,Failed,2025-03-01
3539,5534,1478,378.97,Cash,Failed,2025-01-07
3540,5347,1060,156.59,Wallet,Success,2025-01-13
3541,1463,1475,398.51,UPI,Success,2025-02-13
3542,6203,332,160.14,Wallet,Failed,2025-01-20
3543,2611,971,369.68,UPI,Success,2025-02-19
3544,5175,1126,95.41,Card,Failed,2025-02-04
3545,1948,229,333.54,Card,Success,2025-02-23
3546,1062,557,432.56,Cash,Failed,2025-01-02
3547,796,179,105.44,Cash,Pending,2025-02-14
3548,5938,974,376.69,Cash,Success,2025-02-22
3549,4266,203,322.7,Cash,Pending,2025-01-27
3550,5197,845,410.7,Card,Pending,2025-02-17
3551,4555,1986,57.73,UPI,Success,2025-01-19
3552,5655,1356,182.54,Cash,Pending,2025-02-23
3553,8448,1056,362.38,Wallet,Pending,2025-01-17
3554,5482,244,337.7,Card,Pending,2025-02-04
3555,5359,514,431.23,Wallet,Failed,2025-02-05
3556,4426,1121,427.54,Card,Success,2025-01-12
3557,8146,1440,454.69,Card,Failed,2025-01-23
3558,6665,1078,355.88,UPI,Pending,2025-02-03
3559,2408,475,220.88,UPI,Failed,2025-01-24
3560,7219,581,32.15,UPI,Success,2025-02-23
3561,6882,1366,391.69,Cash,Pending,2025-01-23
3562,4568,1176,358.46,UPI,Failed,2025-01-02
3563,7963,1001,60.73,Cash,Success,2025-01-30
3564,8500,1855,299.26,UPI,Failed,2025-01-06
3565,8855,1379,350.05,Card,Success,2025-01-06
3566,2752,288,124.64,Card,Failed,2025-01-12
3567,8551,1383,107.84,Wallet,Failed,2025-02-28
3568,1683,1277,54.75,UPI,Pending,2025-01-04
3569,3201,277,435.93,UPI,Pending,2025-01-04
3570,4580,482,173.5,Cash,Success,2025-02-25
3571,4876,1241,103.48,Cash,Failed,2025-01-31
3572,4030,1610,434.41,Cash,Success,2025-01-10
3573,2518,1755,50.71,Cash,Failed,2025-03-01
3574,8915,1243,461.82,Cash,Failed,2025-02-15
3575,4325,6,249.74,UPI,Pending,2025-01-22
3576,7026,630,84.27,Cash,Failed,2025-02-07
3577,364,549,475.34,Card,Pending,2025-01-23
3578,8776,92,412.3,Cash,Success,2025-01-20
3579,4036,54,480.37,UPI,Success,2025-02-22
3580,1369,1748,159.58,Card,Success,2025-03-01
3581,324,587,386.45,Wallet,Failed,2025-01-28
3582,8006,874,399.46,Cash,Success,2025-01-30
3583,3944,1778,93.29,Cash,Pending,2025-02-26
3584,2848,1572,136.43,UPI,Failed,2025-01-26
3585,9675,1197,405.89,Cash,Failed,2025-02-24
3586,5951,1322,111.69,Wallet,Failed,2025-02-12
3587,3529,1029,461.92,Card,Success,2025-01-23
3588,3024,936,203.53,UPI,Pending,2025-02-27
3589,6938,873,411.03,UPI,Pending,2025-01-31
3590,3021,1653,411.41,Cash,Failed,2025-01-30
3591,8625,1151,497.22,Cash,Failed,2025-03-03
3592,1068,841,391.11,UPI,Success,2025-02-09
3593,9434,1968,365.11,UPI,Success,2025-02-10
3594,4208,724,289.74,Cash,Pending,2025-02-24
3595,7559,1353,183.76,Wallet,Pending,2025-01-14
3596,5219,1701,493.76,Wallet,Pending,2025-02-17
3597,3873,5,193.46,Card,Pending,2025-02-24
3598,8213,1653,176.55,Card,Pending,2025-02-12
3599,3635,1988,496.87,Wallet,Success,2025-02-20
3600,2931,621,181.41,Wallet,Pending,2025-01-28
3601,9622,1377,60.91,Cash,Failed,2025-01-25
3602,950,431,224.55,Cash,Failed,2025-01-26
3603,4019,698,141.82,Wallet,Pending,2025-02-04
3604,6548,1994,414.9,Card,Success,2025-03-02
3605,6219,860,350.39,UPI,Success,2025-01-05
3606,3936,834,402.05,UPI,Failed,2025-02-03
3607,21,803,446.41,UPI,Pending,2025-01-26
3608,2214,614,410.1,Card,Pending,2025-01-03
3609,3277,1058,32.84,Card,Pending,2025-02-21
3610,4512,1160,111.85,Cash,Failed,2025-01-22
3611,7817,934,164.76,Cash,Failed,2025-01-23
3612,5155,1387,495.5,Card,Success,2025-02-24
3613,8031,748,334.67,UPI,Pending,2025-01-25
3614,5525,1814,436.73,Wallet,Success,2025-01-17
3615,3073,100,199.62,UPI,Pending,2025-02-20
3616,1619,827,53.89,Wallet,Pending,2025-01-07
3617,7356,297,174.26,Cash,Pending,2025-02-22
3618,3027,1690,379.56,UPI,Failed,2025-01-02
3619,8431,36,112.83,Wallet,Success,2025-02-06
3620,1922,1327,486.05,Cash,Pending,2025-02-09
3621,7396,1923,94.44,Cash,Failed,2025-01-07
3622,6753,1870,106.21,Card,Failed,2025-02-24
3623,1978,901,429.44,Card,Pending,2025-01-09
3624,5467,162,414.59,Card,Failed,2025-02-18
3625,8489,1167,241.15,UPI,Failed,2025-02-28
3626,6219,1825,296.46,Cash,Success,2025-01-12
3627,7786,142,252.43,Cash,Failed,2025-02-26
3628,4789,597,434.48,Card,Failed,2025-01-18
3629,822,897,130.87,Card,Failed,2025-01-18
3630,6840,84,100.9,Wallet,Success,2025-01-22
3631,7267,590,494.56,Wallet,Failed,2025-01-08
3632,2844,1343,95.52,Cash,Failed,2025-02-15
3633,2281,288,364.02,Wallet,Success,2025-02-03
3634,3608,455,386.98,Cash,Failed,2025-01-19
3635,7798,652,318.94,Card,Failed,2025-01-05
3636,2844,1998,152.53,Cash,Success,2025-02-27
3637,1375,258,292.74,UPI,Failed,2025-02-15
3638,5733,317,277.19,Card,Failed,2025-01-20
3639,2195,773,378.54,Cash,Success,2025-01-27
3640,6837,561,365.94,Cash,Failed,2025-02-13
3641,3664,1882,359.59,Wallet,Success,2025-01-22
3642,1988,1772,187.04,UPI,Pending,2025-01-31
3643,8808,1458,343.04,Card,Failed,2025-03-03
3644,9894,1403,431.51,Wallet,Pending,2025-02-02
3645,4372,1038,102.92,Cash,Success,2025-01-12
3646,775,319,280.52,Cash,Success,2025-01-28
3647,2756,114,142.56,Wallet,Pending,2025-02-22
3648,7382,1097,379.54,UPI,Pending,2025-02-07
3649,8915,676,368.63,Wallet,Pending,2025-02-21
3650,3093,832,332.81,UPI,Pending,2025-01-15
3651,1198,51,422.23,Wallet,Success,2025-01-19
3652,326,1350,231.98,UPI,Failed,2025-02-02
3653,7788,310,325.15,UPI,Success,2025-01-22
3654,9298,1084,268.01,Wallet,Pending,2025-01-28
3655,8505,1756,495.09,Card,Failed,2025-01-09
3656,5925,1947,417.12,Cash,Failed,2025-01-25
3657,3381,883,227.26,Card,Pending,2025-02-03
3658,6342,958,280.79,Cash,Pending,2025-02-03
3659,5023,1899,380.66,Wallet,Pending,2025-02-10
3660,7777,1927,56.26,Cash,Failed,2025-02-13
3661,9156,197,273.83,Cash,Success,2025-02-18
3662,6467,813,403.48,Wallet,Success,2025-01-26
3663,2505,702,341.24,Cash,Failed,2025-01-17
3664,3303,465,73.9,Wallet,Success,2025-01-12
3665,9954,1767,32.88,Card,Pending,2025-01-12
3666,9918,990,222.21,Cash,Success,2025-01-31
3667,3415,647,253.99,Card,Success,2025-01-27
3668,4323,410,359.28,Card,Pending,2025-02-23
3669,8326,314,70.35,Cash,Success,2025-01-25
3670,953,100,289.68,UPI,Pending,2025-02-27
3671,8267,914,92.38,Card,Pending,2025-02-15
3672,7058,327,304.98,Wallet,Success,2025-03-03
3673,8679,28,424.35,UPI,Success,2025-02-28
3674,5549,1202,84.11,Cash,Failed,2025-01-30
3675,8427,986,183.14,Card,Pending,2025-01-05
3676,1307,1315,474.77,Cash,Failed,2025-01-13
3677,3343,1677,269.47,Wallet,Success,2025-03-03
3678,9919,72,120.58,UPI,Success,2025-02-24
3679,3193,407,217.62,Card,Success,2025-03-02
3680,6265,1019,190.48,UPI,Pending,2025-02-15
3681,8174,997,292.33,Card,Pending,2025-02-11
3682,6808,1829,328.99,Wallet,Success,2025-02-15
3683,6506,893,105.02,Wallet,Success,2025-01-28
3684,4910,428,43.83,Wallet,Pending,2025-01-13
3685,3615,879,363.14,Cash,Pending,2025-01-05
3686,7703,151,411.52,UPI,Pending,2025-02-26
3687,5972,287,173.85,Card,Success,2025-01-25
3688,1655,859,335.14,Wallet,Success,2025-02-26
3689,5046,365,332.9,UPI,Pending,2025-02-01
3690,7226,360,231.69,Card,Success,2025-01-17
3691,8405,616,349.89,Card,Failed,2025-01-26
3692,1092,649,451.06,Cash,Failed,2025-01-02
3693,1205,433,156.79,Wallet,Pending,2025-01-20
3694,2165,241,444.34,UPI,Pending,2025-01-18
3695,191,250,92.97,Card,Pending,2025-01-16
3696,3525,42,104.14,Wallet,Success,2025-02-20
3697,6837,137,490.68,Cash,Success,2025-02-12
3698,6361,134,394.36,UPI,Pending,2025-01-08
3699,3492,1454,96.74,Wallet,Success,2025-01-03
3700,6103,971,456.04,UPI,Failed,2025-01-30
3701,5281,1128,196.57,Card,Success,2025-02-23
3702,7437,1878,336.01,UPI,Success,2025-02-01
3703,4591,1547,266.01,Cash,Success,2025-01-09
3704,6782,1557,207.72,UPI,Failed,2025-02-22
3705,8570,907,398.66,UPI,Pending,2025-02-10
3706,4426,227,118.86,Wallet,Success,2025-01-01
3707,3101,1865,195.52,Cash,Success,2025-01-24
3708,6701,1870,359.8,Card,Pending,2025-02-02
3709,2793,1728,359.63,Wallet,Failed,2025-02-04
3710,9597,1186,412.31,Cash,Failed,2025-02-19
3711,6766,330,130.39,Wallet,Failed,2025-02-15
3712,3097,1143,135.42,UPI,Pending,2025-01-31
3713,7844,1765,61.52,UPI,Pending,2025-02-01
3714,8744,1411,399.06,UPI,Pending,2025-02-10
3715,7184,1083,39.31,Wallet,Success,2025-03-01
3716,2415,1488,38.82,Card,Success,2025-02-14
3717,9781,184,390.93,UPI,Pending,2025-02-20
3718,9873,1319,270.59,Card,Success,2025-01-28
3719,1261,1967,423.68,UPI,Failed,2025-02-02
3720,31,159,66.4,UPI,Pending,2025-02-28
3721,6490,599,410.21,Cash,Pending,2025-01-29
3722,6117,1786,276.73,Cash,Pending,2025-01-22
3723,3518,1402,189.77,Card,Pending,2025-01-31
3724,2297,1665,337.74,UPI,Failed,2025-02-25
3725,2479,61,50.54,Cash,Pending,2025-02-15
3726,553,576,479.31,Cash,Pending,2025-02-12
3727,4464,1109,320.98,UPI,Success,2025-02-07
3728,856,338,450.11,Cash,Pending,2025-02-26
3729,4942,854,398.41,UPI,Success,2025-02-08
3730,8506,6,59.83,Card,Failed,2025-01-24
3731,3109,1923,32.07,Cash,Pending,2025-02-07
3732,1934,1109,81.48,UPI,Success,2025-02-06
3733,4271,74,186.24,UPI,Pending,2025-01-04
3734,6029,1901,33.77,Cash,Success,2025-01-30
3735,5048,1607,161.13,Cash,Failed,2025-02-15
3736,1936,110,82.2,UPI,Pending,2025-02-20
3737,2663,192,339.63,UPI,Success,2025-03-01
3738,2665,266,262.74,Card,Failed,2025-02-15
3739,5045,752,192.69,Card,Success,2025-02-04
3740,7461,600,187.94,Wallet,Pending,2025-02-16
3741,8691,678,320.97,Wallet,Success,2025-02-04
3742,5673,1658,473.17,Cash,Pending,2025-01-31
3743,8494,400,284.63,Card,Failed,2025-02-09
3744,8990,418,242.86,Wallet,Pending,2025-02-03
3745,4417,1526,68.63,UPI,Failed,2025-02-10
3746,5804,1422,159.34,UPI,Success,2025-02-04
3747,972,1461,399.93,Card,Success,2025-02-27
3748,7984,1643,352.03,Cash,Failed,2025-02-21
3749,7516,1670,71.26,Card,Pending,2025-01-07
3750,7414,429,245.43,UPI,Success,2025-01-30
3751,5478,930,242.78,Wallet,Pending,2025-02-05
3752,5697,575,398.06,Wallet,Failed,2025-01-23
3753,584,306,486.32,Card,Failed,2025-01-16
3754,6650,144,40.96,Card,Success,2025-01-17
3755,3316,783,332.72,Card,Pending,2025-02-12
3756,7908,1006,330.19,UPI,Pending,2025-02-14
3757,5151,951,321.18,Card,Pending,2025-02-02
3758,458,1553,91.17,Cash,Success,2025-02-22
3759,1748,1681,305.29,Wallet,Success,2025-02-06
3760,5093,705,403.35,Cash,Success,2025-01-25
3761,8239,33,429.79,UPI,Pending,2025-02-01
3762,4465,1199,188.06,UPI,Failed,2025-02-04
3763,1553,1763,315.73,UPI,Failed,2025-02-21
3764,7726,717,367.66,Card,Pending,2025-01-11
3765,5784,268,266.97,Wallet,Failed,2025-01-19
3766,1391,1577,277.83,UPI,Failed,2025-02-12
3767,7811,629,368.46,Cash,Success,2025-02-06
3768,2249,1468,268.88,Card,Pending,2025-01-28
3769,2075,1287,187.8,Cash,Pending,2025-01-14
3770,3624,1754,428.28,Cash,Pending,2025-01-28
3771,8596,1699,157.07,Card,Success,2025-01-24
3772,5494,1378,459.66,Card,Failed,2025-01-02
3773,833,1131,338.74,Card,Failed,2025-01-27
3774,4622,1494,285.77,UPI,Failed,2025-01-02
3775,5944,340,470.88,Cash,Pending,2025-03-02
3776,9803,159,259.16,Wallet,Failed,2025-02-14
3777,9899,1924,270.51,Wallet,Pending,2025-02-23
3778,615,1465,252.13,Cash,Failed,2025-01-01
3779,9089,1794,393.31,UPI,Pending,2025-02-07
3780,6102,1564,255.74,UPI,Failed,2025-01-19
3781,4402,553,445.17,UPI,Failed,2025-02-26
3782,8483,876,281.58,Card,Failed,2025-01-06
3783,9994,1962,146.11,UPI,Pending,2025-02-24
3784,7448,1714,450.26,Wallet,Pending,2025-01-01
3785,9333,637,386.52,Card,Failed,2025-02-23
3786,5969,962,400.26,UPI,Failed,2025-01-14
3787,5224,464,157.23,Card,Failed,2025-01-28
3788,4431,1372,193.11,Wallet,Failed,2025-02-16
3789,1975,1109,436.79,Card,Success,2025-01-22
3790,5518,912,228.54,Cash,Success,2025-01-13
3791,9456,1548,485.71,Wallet,Success,2025-01-22
3792,7103,1256,260.84,UPI,Failed,2025-02-06
3793,8157,1618,212.7,UPI,Failed,2025-01-08
3794,4313,950,166.52,UPI,Pending,2025-02-10
3795,3206,817,281.57,Cash,Failed,2025-02-13
3796,2153,1913,131.7,Wallet,Success,2025-01-04
3797,2418,1242,162.34,UPI,Failed,2025-02-09
3798,3856,1451,195.25,Wallet,Success,2025-02-11
3799,8031,1850,235.99,UPI,Failed,2025-01-28
3800,4474,977,120.67,Wallet,Success,2025-01-02
3801,358,1345,100.86,Wallet,Pending,2025-02-13
3802,5580,641,335.09,Wallet,Failed,2025-02-24
3803,2960,911,100.87,Wallet,Failed,2025-02-06
3804,8817,1924,365.03,Card,Success,2025-03-01
3805,9305,183,70.38,Wallet,Failed,2025-03-01
3806,2764,957,410.73,UPI,Success,2025-01-14
3807,7970,584,266.57,Card,Pending,2025-02-07
3808,6799,1621,323.62,Wallet,Pending,2025-02-16
3809,6663,1945,375.22,Card,Pending,2025-01-09
3810,7554,1186,57.67,Wallet,Failed,2025-02-02
3811,8122,1265,171.13,Cash,Failed,2025-02-23
3812,8050,421,202.21,Wallet,Success,2025-01-07
3813,3050,1994,381.77,UPI,Success,2025-01-17
3814,5906,1450,129.41,Wallet,Failed,2025-01-22
3815,6948,1519,117.38,Wallet,Success,2025-01-26
3816,3621,593,84.19,Wallet,Success,2025-03-02
3817,1077,1773,191.91,UPI,Failed,2025-02-17
3818,2850,1675,114.2,Card,Failed,2025-01-20
3819,2980,1523,305.07,Card,Pending,2025-01-03
3820,897,550,31.46,Cash,Failed,2025-01-02
3821,5112,1085,281.4,Wallet,Success,2025-02-26
3822,8448,1784,257.97,UPI,Failed,2025-01-27
3823,566,43,92.43,Card,Failed,2025-02-16
3824,9109,1588,343.87,Wallet,Pending,2025-01-25
3825,8070,1959,403.08,Card,Pending,2025-02-13
3826,4147,1409,96.51,UPI,Failed,2025-02-13
3827,7794,1160,94.18,UPI,Failed,2025-02-02
3828,643,1986,477.59,Wallet,Failed,2025-01-10
3829,374,1388,168.5,Wallet,Success,2025-02-04
3830,2842,1981,370.94,Cash,Success,2025-02-06
3831,1927,1118,492.49,UPI,Failed,2025-02-13
3832,2872,1657,306.8,UPI,Success,2025-01-30
3833,7869,893,402.23,UPI,Success,2025-01-13
3834,1371,909,237.03,Wallet,Failed,2025-03-03
3835,2206,875,196.04,Cash,Pending,2025-01-03
3836,1666,1045,375.46,Card,Success,2025-02-05
3837,4538,418,370.82,Card,Success,2025-02-18
3838,2694,1931,259.42,Card,Success,2025-02-17
3839,2456,4,78.51,Card,Pending,2025-01-23
3840,6142,1427,52.88,Wallet,Pending,2025-02-21
3841,8450,327,409.67,Card,Pending,2025-01-19
3842,3209,1762,296.46,UPI,Failed,2025-01-18
3843,5401,546,122.34,Wallet,Pending,2025-02-02
3844,5690,794,298.06,Card,Failed,2025-01-30
3845,9524,1974,254.2,Wallet,Success,2025-02-13
3846,3460,412,350.97,Card,Pending,2025-01-16
3847,5504,1307,274.57,UPI,Failed,2025-01-01
3848,9044,381,489.67,Cash,Success,2025-01-09
3849,5521,777,461.92,Wallet,Failed,2025-01-21
3850,5500,82,489.39,Cash,Pending,2025-02-16
3851,4953,490,317.02,UPI,Success,2025-01-01
3852,7167,136,76.81,Cash,Pending,2025-02-17
3853,7563,1896,204.99,Cash,Success,2025-01-26
3854,1474,726,368.97,UPI,Failed,2025-02-19
3855,1876,937,238.22,UPI,Failed,2025-02-23
3856,6455,1655,224.27,UPI,Failed,2025-01-31
3857,6030,1068,428.39,UPI,Failed,2025-03-01
3858,9264,603,162.49,Card,Failed,2025-01-29
3859,6834,1922,297.69,Cash,Success,2025-02-23
3860,3252,1092,216.7,Wallet,Success,2025-01-27
3861,9378,184,189.5,Card,Pending,2025-02-17
3862,836,804,195.23,Cash,Success,2025-02-22
3863,7578,1093,441.8,Card,Pending,2025-02-21
3864,7481,822,488.24,Cash,Success,2025-01-26
3865,2104,552,387.2,Card,Pending,2025-02-09
3866,8796,1427,144.97,Card,Failed,2025-02-15
3867,5513,1384,148.28,Card,Success,2025-02-25
3868,1591,1348,309.52,Wallet,Failed,2025-01-12
3869,1607,1408,444.53,Cash,Pending,2025-01-25
3870,2504,1512,194.89,UPI,Success,2025-01-28
3871,4157,424,379.59,Cash,Pending,2025-01-12
3872,1377,1984,374.47,Cash,Failed,2025-02-21
3873,4316,895,351.96,Cash,Pending,2025-02-24
3874,191,1587,105.31,UPI,Failed,2025-02-19
3875,8400,1629,366.78,Wallet,Success,2025-02-09
3876,6156,154,459.13,Cash,Success,2025-02-06
3877,3059,160,168.02,Cash,Failed,2025-01-01
3878,5240,1771,356.7,Card,Pending,2025-01-31
3879,187,657,405.5,Cash,Pending,2025-03-02
3880,2064,721,70.37,Card,Pending,2025-01-29
3881,5880,1939,426.43,UPI,Success,2025-02-02
3882,4777,760,130.15,UPI,Failed,2025-02-09
3883,399,1161,450.8,Card,Success,2025-02-04
3884,1647,1422,367.16,Card,Failed,2025-02-21
3885,5186,1324,205.97,Cash,Pending,2025-01-29
3886,3232,1472,338.76,UPI,Failed,2025-02-24
3887,686,85,282.69,Card,Failed,2025-02-06
3888,268,1636,279.97,Card,Success,2025-02-20
3889,1829,1661,87.9,Wallet,Pending,2025-01-09
3890,8564,1655,101.44,Cash,Pending,2025-01-15
3891,543,474,164.72,Wallet,Success,2025-01-19
3892,8065,1612,161.74,UPI,Failed,2025-01-31
3893,8859,1005,479.26,Wallet,Success,2025-01-23
3894,6341,1925,398.16,Cash,Failed,2025-01-29
3895,9343,670,311.16,Cash,Success,2025-01-17
3896,1131,1484,67.01,Card,Pending,2025-02-02
3897,9666,1666,419.59,Cash,Success,2025-02-04
3898,4933,404,327.74,Wallet,Failed,2025-02-22
3899,1754,70,187.69,Wallet,Success,2025-01-20
3900,412,419,495.38,UPI,Failed,2025-01-06
3901,1004,1564,142.42,UPI,Pending,2025-01-25
3902,2768,20,220.64,Wallet,Failed,2025-01-11
3903,4413,1023,359.97,Cash,Success,2025-02-22
3904,8613,987,498.38,Wallet,Failed,2025-02-03
3905,905,835,297.59,UPI,Failed,2025-02-23
3906,7711,153,157.69,UPI,Failed,2025-01-01
3907,6724,1941,248.01,Wallet,Pending,2025-01-22
3908,4519,1047,406.05,Card,Failed,2025-01-31
3909,3244,1347,34.46,Cash,Success,2025-01-01
3910,9051,1466,165.57,Wallet,Success,2025-02-04
3911,7577,921,195.78,Wallet,Success,2025-01-20
3912,8376,1465,208.85,Card,Failed,2025-01-23
3913,8777,874,36.38,UPI,Success,2025-02-26
3914,4883,365,333.86,Wallet,Failed,2025-02-13
3915,4977,1345,394.45,Card,Pending,2025-01-15
3916,3555,664,54.58,Wallet,Failed,2025-01-08
3917,6048,1491,322.03,Wallet,Pending,2025-02-20
3918,2844,225,326.19,Card,Pending,2025-01-08
3919,290,1752,150.03,Cash,Success,2025-02-24
3920,4800,235,250.14,Card,Failed,2025-02-19
3921,5997,1308,378.46,Card,Pending,2025-01-22
3922,207,1503,329.82,Wallet,Success,2025-01-19
3923,5359,251,89.2,Wallet,Failed,2025-01-31
3924,7881,1443,165.95,Wallet,Success,2025-02-27
3925,6796,1788,112.08,Cash,Failed,2025-01-25
3926,3494,582,31.6,Wallet,Pending,2025-01-08
3927,175,265,165.93,Wallet,Pending,2025-02-18
3928,2343,1823,374.53,Wallet,Failed,2025-02-14
3929,5385,933,143.82,Cash,Pending,2025-02-12
3930,287,1147,191.35,Cash,Pending,2025-02-27
3931,2897,150,240.24,Card,Failed,2025-01-02
3932,2473,1382,315.05,UPI,Pending,2025-03-01
3933,5200,585,218.14,Cash,Failed,2025-02-22
3934,1356,38,350.92,Cash,Failed,2025-02-18
3935,681,803,142.97,UPI,Success,2025-02-10
3936,2062,610,484.65,UPI,Pending,2025-01-28
3937,9356,1563,376.4,UPI,Success,2025-01-07
3938,8595,637,163.41,Wallet,Failed,2025-02-06
3939,2737,1890,304.51,UPI,Pending,2025-01-05
3940,2922,520,123.71,UPI,Pending,2025-01-14
3941,5604,1931,288.48,Wallet,Pending,2025-01-16
3942,9970,499,486.88,UPI,Failed,2025-01-17
3943,993,1139,61.49,UPI,Pending,2025-01-26
3944,3691,1440,77.8,Card,Success,2025-02-24
3945,8871,1615,114.73,Card,Pending,2025-02-11
3946,9871,1525,343.89,UPI,Pending,2025-01-29
3947,4086,1868,393.5,Cash,Failed,2025-02-23
3948,6564,558,173.71,Cash,Pending,2025-02-19
3949,769,652,319.72,Card,Pending,2025-01-23
3950,5318,1924,436.52,Cash,Success,2025-02-12
3951,2598,1412,372.26,Cash,Success,2025-01-11
3952,3529,1462,436.75,Wallet,Success,2025-02-12
3953,4782,936,391.71,Cash,Success,2025-01-06
3954,7818,1433,483.23,Cash,Failed,2025-01-14
3955,5388,1684,288.67,Wallet,Failed,2025-02-26
3956,4810,1186,338.9,Card,Pending,2025-01-25
3957,2364,695,481.62,UPI,Pending,2025-02-20
3958,9689,1488,218.89,UPI,Failed,2025-01-30
3959,5918,106,90.4,UPI,Failed,2025-01-26
3960,2527,1814,272.48,Card,Success,2025-02-11
3961,2380,1326,151.93,Wallet,Failed,2025-02-03
3962,2443,1879,469.37,Cash,Success,2025-01-13
3963,8608,1407,150.41,Wallet,Pending,2025-02-17
3964,9813,937,325.43,Card,Failed,2025-02-09
3965,6841,893,465.98,Cash,Failed,2025-03-02
3966,5580,947,397.64,Wallet,Success,2025-01-26
3967,177,1002,457.08,Card,Success,2025-02-17
3968,9284,170,266.48,Wallet,Failed,2025-02-01
3969,8353,1965,263.21,Wallet,Success,2025-02-13
3970,3557,172,112.37,Wallet,Success,2025-01-08
3971,9617,1890,31.17,Card,Success,2025-01-10
3972,2478,455,440.08,Cash,Pending,2025-02-14
3973,7050,1918,421.16,UPI,Success,2025-02-12
3974,808,941,470.55,Card,Success,2025-01-10
3975,4801,1497,136.74,UPI,Pending,2025-02-14
3976,1335,288,392.88,Wallet,Pending,2025-02-03
3977,8582,1255,246.32,UPI,Pending,2025-01-12
3978,5187,1451,63.74,Cash,Failed,2025-01-16
3979,675,1237,348.55,Wallet,Pending,2025-02-02
3980,8026,1461,137.92,UPI,Success,2025-01-30
3981,4329,1734,122.83,Cash,Success,2025-01-29
3982,6043,158,356.37,UPI,Pending,2025-01-21
3983,22,1466,310.92,Wallet,Pending,2025-02-12
3984,9094,1768,470.38,Cash,Success,2025-01-21
3985,5177,1002,49.55,Wallet,Pending,2025-02-12
3986,6947,861,404.78,Card,Success,2025-02-28
3987,527,1228,299.91,Card,Failed,2025-01-28
3988,1902,1584,215.03,Cash,Failed,2025-01-11
3989,3982,1881,353.44,UPI,Failed,2025-01-21
3990,555,301,116.46,Card,Success,2025-02-04
3991,238,79,356.06,Card,Pending,2025-01-15
3992,8872,829,146.28,Card,Pending,2025-03-02
3993,9699,1150,415.21,Wallet,Failed,2025-01-20
3994,5158,1353,290.74,Cash,Pending,2025-01-10
3995,2415,1913,160.42,Cash,Pending,2025-02-11
3996,7855,341,422,Cash,Failed,2025-02-05
3997,1923,1371,181.57,Wallet,Failed,2025-01-26
3998,6822,398,332.04,Card,Failed,2025-02-13
3999,9442,145,265.97,UPI,Failed,2025-01-07
4000,7867,1081,120.09,Card,Pending,2025-01-11
4001,3864,541,328.79,Card,Failed,2025-02-27
4002,1064,1127,99.08,Wallet,Failed,2025-01-22
4003,1737,1716,160.55,Cash,Failed,2025-03-03
4004,2905,1587,309.76,UPI,Failed,2025-02-20
4005,836,1931,398.93,UPI,Success,2025-02-25
4006,1825,367,404.9,Card,Failed,2025-01-15
4007,1609,427,477.24,Wallet,Pending,2025-01-04
4008,6533,631,216.24,UPI,Failed,2025-01-05
4009,2357,1592,451.17,Cash,Failed,2025-02-12
4010,2303,856,176.68,Card,Failed,2025-01-21
4011,1433,866,327.69,Card,Failed,2025-01-08
4012,1920,366,63.11,Card,Success,2025-01-20
4013,9649,873,166.04,Cash,Success,2025-01-28
4014,9610,1136,300.91,UPI,Pending,2025-02-16
4015,6351,1294,113.81,Card,Success,2025-01-27
4016,5527,1889,462.14,Card,Success,2025-01-15
4017,3043,1618,372.77,Card,Failed,2025-02-22
4018,7908,1823,457.55,Card,Pending,2025-03-02
4019,1292,974,50.8,Cash,Failed,2025-01-26
4020,3967,11,227.97,Cash,Success,2025-01-12
4021,7122,10,328.79,UPI,Success,2025-01-17
4022,2913,1826,151.58,Cash,Pending,2025-01-26
4023,5374,910,347.18,UPI,Success,2025-01-14
4024,8678,345,203.12,Wallet,Success,2025-02-18
4025,7106,1404,252.36,Wallet,Pending,2025-01-12
4026,2345,793,420.6,Cash,Failed,2025-01-01
4027,8884,1917,296.66,UPI,Pending,2025-01-04
4028,8351,1039,162.53,Card,Pending,2025-01-21
4029,5686,1148,129.07,Wallet,Success,2025-01-22
4030,381,1449,234.51,Wallet,Pending,2025-02-03
4031,1934,1739,206.35,Card,Failed,2025-01-30
4032,6226,341,484.81,Cash,Success,2025-02-05
4033,5171,1734,142.33,Wallet,Pending,2025-02-11
4034,4116,1428,242.25,Card,Success,2025-01-11
4035,4230,1182,214.35,Card,Success,2025-01-28
4036,695,670,396.93,UPI,Success,2025-02-23
4037,2373,1048,393.42,Wallet,Failed,2025-02-28
